docID,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,text
23,0.003393662961783,0.0022260169237148,0.0046977730244466,0.4514085856396007,0.0064842084822489,0.002927518385304,0.0020444612319296,0.0022593986132647,0.0022587806837308,0.0123646643879693,0.1081935090195228,0.0035254859015838,0.0040117492691732,0.2723025070432585,0.0334918758267068,0.0034070196397461,0.0073287656024402,0.0688738083413907,0.0049188629384637,0.0038813460837211,"Please I pray, if you have a conscience, DO NOT give this vaccine approval for our children!! It will kill and has no good benefits. May God Bless and keep our children safe and healthy. Prayers to help us All."
24,0.0038002680358587,0.0024927227770519,0.0052606274888134,0.0861475824634554,0.0072611012084676,0.0032782732608822,0.0022894143460176,0.0025301040282864,0.0025294120627369,0.0138461124091806,0.0013434627981375,0.0039478850827368,0.0044924091423353,0.005395299597397,0.0375046392639745,0.0038152250180046,0.0082068472841574,0.7960040249202112,0.0055082068574047,0.0043463819548896,Our children should not be forced to get an experimental vaccination! We the parents should be able to make that decision instead of being forced by the State or Federal government telling us they have to be vaccinated!
25,0.0032213317196031,0.0021129791041384,0.0044592186747959,0.0222434752164466,0.006154938394181,0.5613622193087625,0.0019406428658589,0.0021446656612928,0.0021440791104094,0.1132973940797197,0.0011387984439285,0.0033464606502406,0.0038080314154393,0.004573374710905,0.2349123703934525,0.003234010141378,0.0069566086457429,0.014596069744691,0.0046690815754221,0.003684250143591,"Please no. The vaccine has not gone through the normal regulatory and testing processes that most all vaccines to come before it have. In fact, clinical trials for the Pfizer vaccine are not even scheduled for completion until May of 2023 -- nearly two years from now!"
26,0.0023765560298917,0.0015588625041055,0.003289814260885,0.0164102519556431,0.0045408412506194,0.0020501185738131,0.0014317204517179,0.2638264797906621,0.0015818067128573,0.0086588792227549,0.0008401551110927473,0.0024688706191687,0.0028093971096818,0.0033740335340238,0.0234541026450446,0.0023859096085794,0.0051322780960521,0.3854029635888959,0.0034446418245596,0.2649623171099507,Informed Consent is a right! We will not stand for forced medical procedures on We the People. We will not allow the government to force us to purchase this controversial gene therapy product from. Their chosen lobbying corporations. This is a crime against civil rights.
27,0.003393662961783,0.0022260169237148,0.3791760324094902,0.1304272204524204,0.0064842084822489,0.002927518385304,0.0020444612319296,0.0022593986132647,0.0022587806837308,0.1728553469815595,0.0011997206237961,0.0035254859015838,0.0040117492691732,0.0048180360539415,0.0869887700245702,0.0034070196397461,0.0073287656024402,0.0688738083413907,0.0049188629384637,0.1108751344794479,Do not allow children to be vaccinated without the consent of their parents. This vaccine has not been tested and has been shown to show a lot of deaths an adverse reactions according to the CDC website
28,0.0111435567681824,0.0073094312062498,0.0154257806303937,0.076946881095085,0.0212917859352501,0.0096129072580009,0.0067132682458208,0.0074190445522735,0.0074170154960834,0.0406010676600802,0.0039394468536755,0.0115764154313915,0.0131731277455021,0.0158206807461042,0.6369682776801502,0.0111874152481766,0.0240650048196263,0.0504922019680576,0.0161517596199006,0.0127449310399948,Please do not do this to our children. Stop being evil. 
29,0.0065448023530044,0.1074636591587621,0.0090598260023221,0.2515336345788294,0.0125050317046504,0.0056458255968161,0.0039428177848072,0.1075280369602038,0.0043561406363217,0.0238457046241196,0.0023137048227805,0.0067990276830694,0.0077368042590636,0.0092917576252563,0.0645902996807908,0.0065705611918596,0.0141337908035123,0.0296549377477458,0.0094862059362695,0.3169974308498147,This is not safe for human consumption at all and you know it. Will you really be able to sleep at night if you approve it?
30,0.0021364406363008,0.0014013627948542,0.0029574278007478,0.0147522417687615,0.2061521036282733,0.001842984796167,0.0012870665426779,0.001422377845219,0.0014219888349426,0.00778402915969,0.0007552700199608366,0.069576110345146,0.002525549607557,0.0367114790407903,0.2568328042822447,0.3726066008702495,0.0046137382596032,0.0096803555942633,0.0030966123579362,0.002443455814614,"As a mother I am strongly against young children being given the covid-19 vaccine. Would I risk giving it to my healthy child. No way. Maybe more time should be spent focusing on informing the public on the benefits of healthy eating, which builds a strong immune system. "
31,0.0082463699495881,0.0054090695728228,0.0114152686153691,0.186935455223957,0.0157561851536336,0.1371074810871994,0.0049679016024693,0.0054901848057353,0.0054886832790378,0.1600391033733937,0.0029152394363804,0.0085666907185277,0.0097482775959612,0.0117074995892878,0.3413705995079535,0.0082788257676884,0.0178084014565152,0.0373648544768744,0.0119525020541753,0.0094314067334292,No vaccine for C19 for kids-the data does not support it
32,0.0043175691141494,0.0028320378380638,0.0059767159980373,0.0298130555761919,0.008249498723926,0.003724519230057,0.0026010546036715,0.0028745075097436,0.0028737213522789,0.0157308765394522,0.0015263379920877,0.0044852801272435,0.0051039260331243,0.0061297199785648,0.2467932473998939,0.2765790845185152,0.0093239818939805,0.3598688478461807,0.0062579964301132,0.0049380212947236,I do not and will not comply with a vaccine for my child. It is a sickness and he needs to go to school and build antibodies himself. He doesn’t need a thrown together vaccine or the government mandating it. 
33,0.0024690553951005,0.2351491410678998,0.1201826616682491,0.0948921669454233,0.0436391789179324,0.0021299124706518,0.0014874453036779,0.0016438227362545,0.0016433731623674,0.0089958966637285,0.0008728552929843342,0.0025649630159746,0.0029187433426325,0.0035053563205119,0.4525045832892799,0.0024787730300444,0.0053320345755917,0.0111874553406229,0.0035787127987491,0.0028238686623226,"Do NOT approve a covid-19 vaccine for children under 12! Be responsible and do proper, extended laboratory trials. It is too early to know if these present vaccines for 12 and over are safe. VAERS injury reports have skyrocketed this year. Stop this insanity now! "
34,0.0065448023530044,0.0042929545344426,0.0090598260023221,0.0451922253301904,0.0125050317046504,0.0056458255968161,0.0039428177848072,0.0043573323358844,0.0043561406363217,0.0238457046241196,0.0023137048227805,0.0067990276830694,0.0077368042590636,0.0092917576252563,0.786785232051027,0.0065705611918596,0.0141337908035123,0.0296549377477458,0.0094862059362695,0.0074853169768563,Please do not recommend or require children under the age of 18 or ages 5-11 be vaccinated for covid 19.
35,0.0026774789273229,0.0017562478867905,0.0459135149615576,0.2295238400979688,0.0051158090143603,0.0023097074972594,0.0016130069272832,0.0017825848481608,0.0017820973238179,0.0097552787990517,0.0009465367436491788,0.0027814825209117,0.0031651269589456,0.1304226776983723,0.1108381739089706,0.1715165758689851,0.0057821344325582,0.1809603953222036,0.0038808072611922,0.0874765230006375,"Please do not vaccinate our children, ages 5-11, their own immune system will fight off the virus, these children are our future!!! The horrific risks you are taking are in your hands (FDA & all US Government) all for the sake of money, I don't know how any of you sleep at night!!"
36,0.0023765560298917,0.0015588625041055,0.003289814260885,0.0164102519556431,0.2667850815971317,0.0020501185738131,0.0014317204517179,0.0015822394441498,0.0015818067128573,0.0461223421293995,0.0008401551110927473,0.0024688706191687,0.0028093971096818,0.0033740335340238,0.0609175655516892,0.0023859096085794,0.2299130555359197,0.3479395006822513,0.0034446418245596,0.0027180767634384,"Please DO NOT MANDATE children, or anyone for that matter to take the Covid -vaccine. It is a personal choice, and especially for an underdeveloped child. Please respect our bodies, and our choice especially since there is no scientific evidence of the long term effects from the vaccine. Thank you for your time. "
37,0.0049978937068767,0.0032782854690408,0.0069184743740378,0.3496531562990098,0.0095493822257711,0.0043113962345245,0.0030109059267471,0.0033274471383066,0.0033265371050583,0.0182096098016188,0.0017668449174842,0.2415488472424429,0.0059081578376404,0.0070955873770234,0.0493239420976116,0.0050175642685937,0.0107931730098401,0.2590026071752768,0.0072440765043505,0.005716111288744,We The People demand you retract your mandates for vaccines for young children. This is dangerous and unconstitutional.
38,0.0035854747237273,0.0023518326670764,0.0049632938293059,0.0247579029725786,0.0068506996358492,0.0030929833905014,0.0021600153442677,0.0023871011087174,0.0023864482534546,0.1261046604623055,0.0012675295162179,0.0037247483711066,0.0042384956209662,0.1746520615032075,0.0919054248119444,0.0035995863287302,0.0077429916051139,0.0162460260819702,0.4008408635933405,0.1171418601796178,"Since the FDA hasn’t even approved vitamins yet, clearly an experimental vaccine for a virus barely effecting this age group would be inappropriate. The benefit does not outweigh the risk."
39,0.0022907370860399,0.0015025709915009,0.0031710169837384,0.0158176673611876,0.0043768685963141,0.0019760874933073,0.0013800201191728,0.0015251037754302,0.0015246866703388,0.0083462016083877,0.000809816577770265,0.0023797181370144,0.0027079480002223,0.0032521950455689,0.3476028618824687,0.0022997529010755,0.3660532835522818,0.1909326507756711,0.0033202536260013,0.0387305588165072,"As long as we don’t Know the Long Term effects of the covid vaccine, ( 2,5,10 years from now) it is absolutely irresponsible to force these pharmaceuticals on our children. We as parents are the sole responsible party for our children, it is inconceivable to me that this Government is planning to override this freedom. "
40,0.007297712493059,0.0047868134510975,0.2401808642532464,0.1654305124949792,0.0139436030570478,0.0062953179896416,0.0043963971796389,0.0048585972362322,0.0048572684442661,0.026588900192127,0.0025798720388714,0.0075811837527245,0.0086268415839635,0.0103606758534398,0.0720207290437964,0.1223658352621149,0.0157597336264441,0.2631452253101591,0.0105774933816092,0.0083464233555403,I do not support the vaccine manadates! Our bodies and we decide what goes in them. 
41,0.0032213317196031,0.0528932846679209,0.0044592186747959,0.1745843919077942,0.006154938394181,0.0027788581071546,0.0019406428658589,0.0021446656612928,0.0021440791104094,0.3164186163348498,0.0011387984439285,0.0033464606502406,0.0038080314154393,0.1569142914022527,0.0317911481383223,0.003234010141378,0.0069566086457429,0.014596069744691,0.0554493871392047,0.1560251668349385,By mandating vaccination of children 5-11 you will be committing genocide. Children are the least prone to covid with a 100 % chance of survival if they do get it. Please know God sees all and knows all. There will be no mercy on your soul if you harm even one hair of that of one of his children. 
42,0.0024690553951005,0.0016195359282807,0.0034178590984396,0.445186574654852,0.0047175780613292,0.0021299124706518,0.0014874453036779,0.0016438227362545,0.0016433731623674,0.1257606992335381,0.0008728552929843342,0.0025649630159746,0.0029187433426325,0.0035053563205119,0.1022101755798512,0.0024787730300444,0.1610184380020045,0.0111874553406229,0.0035787127987491,0.1195886712321321,"Kids have been proven to be at little to no risk of covid 19, my own child had it and was less sick with covid than she was with pneumonia 2 yrs ago. Giving our children experimental shot that we do not know long term reprocussions of is not only dangerous but negligence. Do not approve these for our kids ever!!"
43,0.0065448023530044,0.0042929545344426,0.0090598260023221,0.0451922253301904,0.0125050317046504,0.0056458255968161,0.0039428177848072,0.0043573323358844,0.0043561406363217,0.0238457046241196,0.0023137048227805,0.0067990276830694,0.0077368042590636,0.0092917576252563,0.786785232051027,0.0065705611918596,0.0141337908035123,0.0296549377477458,0.0094862059362695,0.0074853169768563,I am totally against covid vaccinations for 5 to 11 years olds.....unconscionable 
44,0.0032213317196031,0.0021129791041384,0.0044592186747959,0.0222434752164466,0.2092761606493111,0.0027788581071546,0.0019406428658589,0.0021446656612928,0.0021440791104094,0.1132973940797197,0.0011387984439285,0.0033464606502406,0.1053686425430044,0.004573374710905,0.0317911481383223,0.003234010141378,0.3116384420284381,0.014596069744691,0.1570099982667697,0.003684250143591,This age group has a very small risk of severe side effects to covid and we dont know the long term effects of the vaccine. 
45,0.0025690468096059,0.0016851236379094,0.0035562750151142,0.0177394115271059,0.0049086297907995,0.0427140110149639,0.0015476836281032,0.0017103940091877,0.0422077679147985,0.0498580527489124,0.6083758293425061,0.0026688384821267,0.0030369461484453,0.0036473156858339,0.14684730877548,0.0025791579877914,0.0055479704676997,0.0521383648221498,0.0037236429431135,0.0029382292483521,"The Covid vaccine is the mark of the beast, and if you do not repent of this wrongdoing, all your souls are forfeit. Jesus Christ is Lord above all, and you must accept Him as your Lord and Savior. Seek forgiveness and it will be granted to you. Refuse it, and you will NOT be shown any mercy. "
46,0.003393662961783,0.2162135937151683,0.0046977730244466,0.4514085856396007,0.0064842084822489,0.002927518385304,0.0020444612319296,0.0022593986132647,0.0022587806837308,0.1193584527836961,0.0011997206237961,0.0035254859015838,0.0040117492691732,0.0048180360539415,0.0334918758267068,0.0569039138376095,0.0608256598003036,0.0153769141435273,0.0049188629384637,0.0038813460837211,This is a terrible idea. You have to know something is wrong. You will be haunted all your days if you cause harm to these children. Leave them alone! They are not at risk. Any culture that sacrifices kids to protect adults is doomed. 
47,0.0023765560298917,0.0015588625041055,0.003289814260885,0.4285083439287338,0.0045408412506194,0.0020501185738131,0.0014317204517179,0.0015822394441498,0.0015818067128573,0.0086588792227549,0.0008401551110927473,0.0024688706191687,0.0028093971096818,0.0033740335340238,0.0234541026450446,0.4519474644883147,0.0051322780960521,0.0107683345224498,0.0409081047312043,0.0027180767634384,"Children do NOT need this shot that's clearly giving everyone health issues, and kids have a natural immune system to begin with because they are outside playing and doing what kids do! NO SHOT! If they get this virus, it'll be so mild they won't know they have it till they get tested, and will be over it in a few days, just like any other, and life goes on, with antibodies forever."
48,0.0016829964174592,0.0011039335815031,0.0023297349380936,0.1177426019674771,0.0828067332115491,0.0279821789329425,0.0010138958899925,0.0011204883379872,0.001120181892355,0.0061319247380726,0.0005949693692446101,0.320112623951848,0.00198951979728,0.4003446930119256,0.0166094004222275,0.0016896203048087,0.0036345053684485,0.0076257694728582,0.0024393785701859,0.0019248498237403,"Please do not approve these vaccines for these young children. Many FDA panelists have expressed great concerns for these vaccines and the benefits simply do not outweigh the risks for these young people.Please look at the science and not the politics and do the right thing to save these children from an experimental drug that is already showing terrible effects on young people, as well as others."
49,0.0054253317533722,0.0035586563650472,0.0075101674640887,0.2940331289995871,0.1814133538610734,0.0046801225204833,0.0887920464206244,0.0036120225190631,0.2601819452627185,0.0197669618578141,0.0019179519206105,0.0056360725338146,0.00641344498311,0.0077024278152265,0.0535423050105031,0.0054466846130666,0.0117162444189953,0.0245825414931384,0.007863616272758,0.006204973914904,Please Please Please for the Love of the Good Lord think about what you are doing to the children. This jab is pure evil.
50,0.0065448023530044,0.0042929545344426,0.0090598260023221,0.0451922253301904,0.0125050317046504,0.0056458255968161,0.0039428177848072,0.0043573323358844,0.0043561406363217,0.0238457046241196,0.0023137048227805,0.0067990276830694,0.0077368042590636,0.0092917576252563,0.6836145274267075,0.0065705611918596,0.0141337908035123,0.1328256423720652,0.0094862059362695,0.0074853169768563,Stop the mandate! I am against children 5-12 being forced to get the Covid 19 vaccine!
51,0.004042436327291,0.0026515690505876,0.0693198586551693,0.2828092600349433,0.0714478105679858,0.0034871779557471,0.0024353049924994,0.0026913323847851,0.002690596324421,0.0147284421168414,0.0014290736254155,0.0041994601232962,0.2596746951351493,0.0057391096847221,0.2310665937807444,0.0040583464282109,0.008729820444497,0.0183165497091003,0.0058592118472968,0.0046233508112956,"I’m TOTALLY AGAINST KIDS ESPECIALLY 5-12 getting the covid vaccine !!!It isn’t necessary, they aren’t getting sick!It could cause all kinds of problems for them now and in the future!!!!!!DO MOT DO THIS!IT ISNT EVEN FDA APPROVED!!!!! "
52,0.0059327195016779,0.0038914689417034,0.0082125331685701,0.0409657590985254,0.0113355364244457,0.0986397932477663,0.0035740776729109,0.0039498260039168,0.0039487457544526,0.0216156071985615,0.0020973225749032,0.0061631691764194,0.0070132430335868,0.0084227740877334,0.0585496871971294,0.0059560693230131,0.0128119707532711,0.681535384293967,0.0085990372083892,0.0067852753390559,"I do not support this proposition, my child's health and vaccination is my responsibility and not the governments to decide!"
53,0.0020016182707029,0.0013129283006526,0.0027707961642742,0.0138212858136365,0.350907822301493,0.0017266812744317,0.0958649450980164,0.0013326171738444,0.0644383195542169,0.0072928096952406,0.0007076078995976255,0.0020793688333765,0.0339192055260805,0.0028417285697128,0.2406250961680577,0.002009496180486,0.0989816836472129,0.0406224998479501,0.0344542307523635,0.0022892589286521,"When you deliberate the Covid-19 vaccine for children, please consider that this is not a childhood disease. Vaccinations are important and have they’re place, but it is not here. A brand new vaccine for children would voluntarily welcome side effects for a group that is overwhelmingly unaffected by the Covid-19 virus. Please do not test or mandate this vaccine for children."
54,0.0022109000833648,0.001450203233979,0.1773210105885987,0.0501184904467128,0.0042243255253689,0.0367593187328169,0.0013319235171587,0.0014719507030235,0.0014715481349213,0.2171679311930923,0.000781592767766131,0.0022967799576709,0.0374656723626641,0.0031388492119788,0.4051923755548283,0.0370717037207659,0.0047745367362242,0.010017736335242,0.003204535807821,0.0025286153860012,This comment is to express my opposition to having a vaccine mandate to children 5 and up. The trials for the vaccines won’t be completed until 2023. Children are not at risk of serious illness from covid and more are risks of serious adverse events from the vaccine. Who will be responsible when children develop myocardial ischemia from the vaccine? 
55,0.0038002680358587,0.0024927227770519,0.0052606274888134,0.0262410627744636,0.0072611012084676,0.0032782732608822,0.0022894143460176,0.0025301040282864,0.0025294120627369,0.0138461124091806,0.0612499824871294,0.0039478850827368,0.0044924091423353,0.005395299597397,0.21722419833095,0.0038152250180046,0.3676459654181082,0.0172192689633177,0.2451342856133719,0.0043463819548896,Do not approve this for our children! They are not affected by Covid and they have a 99.5% recovery rate. You have no idea what long term effects this will do to them. God have mercy on your soul if you do this. 
56,0.0054253317533722,0.0035586563650472,0.0075101674640887,0.0374622183933303,0.0103660801235688,0.0046801225204833,0.0032684095518722,0.0036120225190631,0.0036110346564617,0.0197669618578141,0.0019179519206105,0.0056360725338146,0.00641344498311,0.0077024278152265,0.7377313999605212,0.0054466846130666,0.0117162444189953,0.1101061783618907,0.007863616272758,0.006204973914904,I strongly oppose any and all mandates for children vaccinations in regards to covid. This is wildly an overreach. 
