docID,text
FDA-2021-N-1088-71790,No to vaccine mandates. Personal choice. This is America!
FDA-2021-N-1088-47963,Please stop this madness from affecting our children. The public knows children are not at risk from COVID-19. And we know the so called vaccine does not prevent spread. Even one child injured from this is unacceptable. Protect our children do not let greed hurt out kids like it is our teenagers. 
FDA-2021-N-1088-25645,"Do NOT attempt to push poisoning my children with your ""vaccine"". And yes the quotations do imply sarcasm as your ""vaccine"" provides no protection from covid. Just STOP."
FDA-2021-N-1088-45442,"No, absolutely not! Enough of this mandate madness, you folks have lost all perspective!"
FDA-2021-N-1088-45365,Stop this madness...are you all getting kickbacks or are you all brainwashed...leave the children alone.its bad enough that people are sick from side effects and dying from the vacinne....this is absolute  tyranny....are you government  officials really gonna be able to live with yourselves.....
FDA-2021-N-1088-42923,"This should not be approved for emergency use in children. There should be at least 10  years of studies on the effects of this and children. To date no vaccine has ever been pushed this hard, in children for for virus that barely affects them. "
FDA-2021-N-1088-56342,This should be a choice. Just as every other vaccine is. Parents should have the right tonchoosebb
FDA-2021-N-1088-90209,Since children between 5 &12 have a 99.97 percent survival rate if they contract COVID we are certainly putting them more at risk from things like myocarditis and other problems.  Are we as a country really going to put our children in this danger?   We should not be giving emergency use authorization for these vaccines for children. 
FDA-2021-N-1088-77637,"My children are not yours to experiment on. My children, and myself have the right to make our own medical decisions. We do not belong to the government and the government does have the right to tell any of us what to do with our God given bodies."
FDA-2021-N-1088-102451,Do not vaccinate children of any age.They dont need an life altering experiment  
FDA-2021-N-1088-33362,I do not believe the Covid 19 vaccine should be made avaiable for children. The data and research is not there. Our kids are not experiments. 
FDA-2021-N-1088-1439,"I Do Not agree with vaccinating children or anyone under 18. This is illegal, immoral and we will make each and everyone who supports this answer for crimes against humanity. This is your chance to do what’s right. Do not support harming children. "
FDA-2021-N-1088-26966,"Thes vaccines have not been tested sufficiently to prove they are safe for anyone, let alone children 5-11.  It would be criminal to inject children that young with this unsafe, unnecessary “vaccine”.  Please JUST SAY NO!!"
FDA-2021-N-1088-50302,"I am opposed to covid vaccinating children. I am 64 and a law school graduate. What corruption has been going on! What damage are the covid measures have done! And the deception- unbelievable! Maybe you are being threatened. Maybe somebody you live is being threatened. And of course, there’s always the green, the Benjamin’s, the $$$$. "
FDA-2021-N-1088-5793,I am opposed to these untested gene therapy’s for children
FDA-2021-N-1088-119311,Please don't allow them to inject these poison shots into our children. There is no real data to support it. They are not at risk to get covid or transmit it it. The adverse reactions they could experience are far more detrimental to their health than covid ever could be. 
FDA-2021-N-1088-21212,"Children are at very little risk from Covid. They face a higher risk from known problems with the ""vaccines.""DON'T give them to our children."
FDA-2021-N-1088-58638,"No one should be mandated to get the vaccine. Theese vaccines are using people like they did in the war,no one is safe with this vaccine, vaccinated people are still getting sick,and having heart failure antibiotics are not working on vaccinated people.."
FDA-2021-N-1088-125086,There is no medical evidence that shows the children need those vaccines. It does show there is inherent risk to the child with the vaccine.
FDA-2021-N-1088-127753,I am in no way ok with this vaccine being given to my children under the age of 12. 
FDA-2021-N-1088-11566,How can you possibly approve a vaccine for kids that hasn't undergone extensive testing. You have no idea what the long term effects it might have on kids that young. Why would you even attempt to get this passed? It is morally wrong.
FDA-2021-N-1088-63971,"No mandated covid vaccine for children, there has not been enough time to study the effects on children. "
FDA-2021-N-1088-88408,I vote against the government mandate on children being vaccinated with the vaccine against COVID-19. By the constitution you have no right to force these vaccines on adults now you are trying to force children to take them. It is against our rights. 
FDA-2021-N-1088-23784,Children aged 5-12 are not at high risk for catching or dying from Covid. They do not need this vaccine. It has not been studied sufficiently for this age group.
FDA-2021-N-1088-84621,"Please please please, we are begging you to NOT approve or mandate the vaccinations for children. All of the reports and statistics we've read strongly show the the risks far surpass the benefits, especially in teens and youth. Please do not do this to our children.  Please, there has to be someone in power who has honest and pure intentions. We need you now more than ever. Be our voice. "
FDA-2021-N-1088-50473,"To Federal Regulators,
Please do more robust research on if children need this. We know covid doesn't present much risk to children and no intervention is risk free. This feels rushed, especially for my five year old who has COVID antibodies. Please follow what use to be standard protocol with kids vaccinations. 
"
FDA-2021-N-1088-94063,Please don't do trails on our children. We are still in the experiment phase.
FDA-2021-N-1088-73613,"You, the regulators, know exactly what you are doing if you approve this injection for children. You WILL be held responsible for the outcomes. You will be put on trial for Nuremberg Code violations and profound violations of medical ethics. Make the correct decision. This vaccine is very dangerous and you know it. We will have no mercy."
FDA-2021-N-1088-28806,"My kids have been playing with other kids outside and inside since then beginning of the pandemic. They’ve have colds and fevers and took Tylenol and went to the doctor. They have had covid tests. If the school requires vaccination, I will be taking them out of public schooling. And I know that most parents will do the same! The schools will be empty and people will move!"
FDA-2021-N-1088-10948,No these children are to young and there is not enough long term research
FDA-2021-N-1088-88390,I am opposed to vaccinating my children!!! This should be a CHOICE for parents to make. Why is this being pushed down our throats!!!??
FDA-2021-N-1088-79916,"On October 26, the FDA will have an internal meeting to decide on mandatory Pfizer vaccinations for all children in America, ages 5-11. I am opposed to this in every way in the strongest way possible. We must keep our children safe. These vaccines are NOT the solution. And they don't require protection from the corona virus, because they very rarely contract it. Thank you!"
FDA-2021-N-1088-54991,"I think it is dangerous to give children or anyone,  the experimental vaccine that has side effects .  "
FDA-2021-N-1088-10538,"am against vaccinating our children. There is no need for it. Statistically, less children die from Covid than what will be injured from the shot. Our children are more immune having an immune system greater than that of adults. This is not about the health of our children. "
FDA-2021-N-1088-32354,Kids should not be mandated to be vaccinated for covid. 
FDA-2021-N-1088-5910,Please don't let the FDA force Covid vaccinations on children 5-11 years old. Their risk from Covid is basically zero. They don't need a Covid vaccine when their immune systems will protect them perfectly. And there are potential side effects of the vaccine that could harm children far worse than any virus. 
FDA-2021-N-1088-59496,I strongly oppose the Covid vaccine being mandated for children. 
FDA-2021-N-1088-99279,There is NO need for kids to be vaccinated as they don’t need any protection it’s just a cold for them! Stop with this nonsense!
FDA-2021-N-1088-80555,"I am very strongly opposed to mandatory covid-19 vaccinations of minor children it would be an over reach of Federal Government, and you cannot compare this to other diseases such as polio or small pox. "
FDA-2021-N-1088-53000,"It is clear that the risks from taking the covid vaccination far out weigh the almost nonexistent risk from Sars Cov-2 infection in children.  Please do no harm to our children, do not approve this injection for our young."
FDA-2021-N-1088-74253,"Children are it zero risk from COVID-19, mandating that they receive this is not only dangerous, but criminal. This is a big “NO” from me. DO NOT TOUCH OUR KIDS!!!"
FDA-2021-N-1088-4439,Children don’t need these covid19 vaccines. Im seeing many young adults developing myocarditis and autoimmune diseases. I will not vaccinate my child even though I’m vaccinated. Too many risks when children have shown almost no symptoms when sick
FDA-2021-N-1088-40730,I wrote I do not consent to putting my child in an experimentalTrial. And data doesn’t support pediatric vaccine as there has not been enough lengthy tests to know the long term affects .
FDA-2021-N-1088-61334,Vaccine killed lots of people already.  Do not use it on children.  It is murderous act.
FDA-2021-N-1088-91724,"Vaccines should be a parents choice for their child. I stand firmly against any and all vaccine mandates, especially for children. "
FDA-2021-N-1088-111230,It is way too soon to be administering mRNA treatments to children for a virus that has almost 100% survivability for ages 5-11 while we have only a years worth of safety data. The risk of ill-effects is far greater from the “vaccine” than from the actual virus itself.
FDA-2021-N-1088-11870,Children are at zero risk from Covid-19. If given a vaccine they face risks of side effects. Logically the only safe option is NO COVID-19 VACCINE FOR CHILDREN.
FDA-2021-N-1088-42309,"There is no evidence supporting a need to mandate this vaccine for children.  There are more deaths reported by the cdc for children from the flu for 2018/19 than for Covid since the ""pandemic"" began!!!!  The side effects on VAERS for children are much more damaging than the kids just building natural immunity."
FDA-2021-N-1088-60235,Please respect the parents choice to CHOOSE if we want to vaccinate our children with all vaccines but especially COVID-19 vaccine. We will fight for our right as parents and for our children. 
FDA-2021-N-1088-77804,Children being statistically at almost zero risk for severe Covid infection but being given this vaccine is dangerous and insane.
FDA-2021-N-1088-69848,This vaccine should not be mandated for children 5 to 12 years old. I’ve been in the pharmaceutical industry for 30 years. This is unconstitutional and children should not be forced to take an experimental vaccination.
FDA-2021-N-1088-64104,This is absolutely insanity that you are considering mandating this vaccine for children. Children have 100% survival rate. How dare you. Do not touch our children and leave them alone. This should be voluntary. 
FDA-2021-N-1088-87705,I am strongly against the vaccine mandate for 5-11 year olds. There is no long term evidence of how the vaccine may effect kids in the future.  
FDA-2021-N-1088-108167,I'm the mom and I call the shots. The government has no business mandating something that should be a private medical choice. 
FDA-2021-N-1088-117279,My body my choice!! In no way does the government have the right to force children to get the COVID 19 vaccine. Its such an over reach on our freedoms and Americans are not going to go along with these tyrannical measures. Do not pass the mandate to vaccinate our children. 
FDA-2021-N-1088-127130,"The Nuremberg Code protects people from experimental medicine.  The approved vaccine is not available, only the experimental one is available. Requiring people to get vaccinated with what is available, when only the experimental vaccines are available, violates the Nuremberg Code."
FDA-2021-N-1088-22332,Bodily autonomy is everyone’s right and extremely important. everyone should have the right to choose whether or not they want to have a vaccine. It should not be mandated for any profession or for children at any level of education as it violates their rights.
FDA-2021-N-1088-68720,"Parents should have the final say concerning the health and well being of their children, not the government. Let me make the decisions for my family. There should be no mandate to force children to receive this vaccine."
FDA-2021-N-1088-94350,Children should not be forced to take the vaccination. It should be their caretakers decision.
FDA-2021-N-1088-61592,"Absolutely should NOT mandate this vaccine for anyone, children or adults, it should be totally by choice!"
FDA-2021-N-1088-8937,Do not mandate vaxing our children or anyone!  Uphold the constitution. 
FDA-2021-N-1088-104522,Do not approve this dangerous vaccine for kids. You will harm more kids with Myocarditis than save. Once the heart is damaged it cannot be healed. Think of how many kids can be damaged for life with a vaccine for a virus that has 99.98 percent survival rate in kids! I will never allow my kids to take this vaccine! 
FDA-2021-N-1088-38551,Children should not be vaxed.  This is very important.  We will not allow our children to be vaxed with this experimental injectioh.
FDA-2021-N-1088-93322,"Survivability of Covid 19 for 0-19 years old is 99%.  There is  NO reason to mandate this vaccine for anyone, especially not children who could face long-term health complications due to being used as guinea pigs for this MRNA vaccine.  "
FDA-2021-N-1088-93217,"I believe, at this time, the risk to children outweighs any benefit. The current, available evidence clearly shows that the risk versus benefit calculation does NOT support administering rushed and experimental COVID-19 vaccines to children, who have virtually no risk from COVID-19, yet face known and unknown risks from the vaccines."
FDA-2021-N-1088-116750,"I am against the covid-19 vaccine for our children. Children are at an extremely low risk rate. We the people will not allow this and will stand for the freedom for our children, and the future of our children. "
FDA-2021-N-1088-97406,Trying to mandate a drug still in trial. AKA experimental is absolutely criminal. God is watching. Killing and maiming children will not go unnoticed by parent's either. 
FDA-2021-N-1088-34178,"We do not consent to any vaccine mandates. 
Public servants serve we the people, not the other way around!"
FDA-2021-N-1088-25007,We will not accept laws for vaccinating our children.  I implore you! Do not make this a law!
FDA-2021-N-1088-0899,I beg you not to give the Covid vaccine to children please please do not mandate 
FDA-2021-N-1088-108974,"Where there is risk, there must also be choice! No vaccine mandate! "
FDA-2021-N-1088-103726,"I am very concerned about the COVID-19 vaccine  to be administered to kids ages 5-11. Please DO NOT APPROVE it for this age group!!! In my personal opinion, the risk for side effects and  long-term health effects outweigh the benefit!"
FDA-2021-N-1088-29683,Absolutely NO to mandatory GENE THERAPY  commonly called vaccination for covid for anyone especially children.  
FDA-2021-N-1088-18969,It is against our constitutional right to force an individual to take a vaccine or loose their livelihood.
FDA-2021-N-1088-86432,"I do not believe this vaccine  should be approved or FORCED on ANYONE especially our CHILDREN!  There is too much that is unknown, lied about, or used as propaganda to further other agendas that have nothing g to do with the safety of Americans and their children..do not approve this."
FDA-2021-N-1088-19278,Mandating this vaccine for children this age is outrageous.  These are babies!  This is an experimental drug really.  There simply isn’t enough evidence or research done yet to make is kind of dangerous mandate.  Children run a very low risk of getting COVID and if they do they can recover   This has to stop.  Our children deserve to have us protect them.  
FDA-2021-N-1088-24716,Please stop with the injection of this concoction.  Many are being harmed from it and it is not preventing people from getting ill.  Please do not bring this upon the children as they are not at risk from this virus.  STOP this madness.
FDA-2021-N-1088-86862,People should be free to choose what is put into their bodies. There need to be more studies on long-term effects before any type of mandate especially for children.
FDA-2021-N-1088-49054,"Current Reports C-19 Vaccine Adverse Reactions:
1681 for age 2-11 yrs34,986 for age 12-17 yrs (increase of 817 in 2 days!!)WHO's http://vigiaccess.org
23,681 for age 12-17 yrs CDC's https://openvaers.com/openvaers
When do you reach enough adverse reactions to recall a product for serious harm and injury??"
FDA-2021-N-1088-69641,This should NEVER EVER be approved for children!!! It’s genocide!! You think you can jab our babies - think again!!! Nuremberg Code - I suggest you research it before you’re held accountable for hurting our children!! I know 12 otherwise healthy adults who DIED from your jabs and I am only 1 person!! This needs to STOP!!!!!
FDA-2021-N-1088-62141,"Considering the absolute minimal chance of harm to children from the virus & the very real chance of harm thru an Adverse Event, furthermore, there are extremely effective prophylactic treatments & cures, it is Absolute Insanity to jab children."
FDA-2021-N-1088-124727,There is no chance my healthy kids will take this injection.  
FDA-2021-N-1088-106572,"There's no pandemic in younger age groups.  No benefits to them but extremely high risks. No basis for EUA either. October 24, 2021 
https://openvaers.com/covid-data 
VAERS COVID VaccineAdverse Event Reports 
Reports from the Vaccine Adverse Events Reporting System. Our default data reflects all VAERS data including the ""nondomestic"" reports 
818,042 Reports 
Through October 15, 2021
"
FDA-2021-N-1088-127512,I am writing in opposition of these mandates. They are not proven to be safe and there are far too many reported cases of vaccine injury and death already. This virus does not even affect children in a way that would leave us in need of vaccinating them from covid. Keep our children safe by NOT GIVING THEM COVID VACCINES! 
FDA-2021-N-1088-122007,"It’s ridiculous to mandate vaccines on anyone.  If they work, people will use them.  I’m totally against mandates. "
FDA-2021-N-1088-11133,"Risks outweigh potential benefits for children to be vaccinated against covid 19. We do not have the  long term data necessary to even begin to consider something like this. The entire pediatric cdc schedule will be destroyed if you do this as everyone who still believes in you will have their faith diminished as their children’s friends drop dead. 
"
FDA-2021-N-1088-11632,Please do not approve vaccines for children the transmission rate is low and the risks out way the benefits.
FDA-2021-N-1088-114819,I firmly am against any mandate to require vaccinations in any children or adults. There are those in this Government who are over stepping moral bounds. Their opinion does not match many in the public. 
FDA-2021-N-1088-41925,"There is no need for this age group to be vaccinated given1.  Low severity of covid in age group.2.  Side effect profile of vaccine, particularly myocarditis3.lack of efficacy of vaccine to prevent infection and spread of covid.This should be studied at least a few more years before use in children.
Robert drewett, pharm. D.
"
FDA-2021-N-1088-75403,Stop the vaccination mandates especially for children and those with immunities 
FDA-2021-N-1088-20980,"Injecting our low risk children with an experimental injection is appalling. Crimes against humanity trials are coming.
https://www.eastonspectator.com/2021/09/18/mandatory-mrna-vaccine-mandate-for-alberta-physicians-by-eric-t-payne-md-mph-frcpc/?fbclid=IwAR2SxsvEt0iZk2DdpxYSP2XM5uN1EaDu_9ucGLkJaXjt_SmvMWfOiIUNFs8"
FDA-2021-N-1088-37085,The data shows children are an extremely low risk of of getting or spreading Covid. There are no long term studies on the effects this will have on the general population let alone children. The government has no right forcing medical treatment on anyone. The side effects of this shot are more of a risk than acquiring natural immunity in children. This needs to stop now.
FDA-2021-N-1088-53046,"I am strongly against vaccinating school children ages 5-19 against Sars-cov-2 with an experimental substance. The risk of most children being hospitalized or dying of covid is so low, that it's absurd to consider exposing them to known and unknown risks of this experimental substance."
FDA-2021-N-1088-8693,"The government or FDA has no right to mandate a vaccine for children. This should be left up to the children’s doctor and parents. If they already have the Covid antibodies, then that could do more harm than good."
FDA-2021-N-1088-94657,The actual and potential risks of all COVID19 vaccines far outweigh the benefits for children for whom COVID19 poses very little risk. Natural immunity is the safer option for children.
FDA-2021-N-1088-94469,I feel it is dangerous and unjustified to vaccinate children for COVID. The death rate is minuscule - so what is the reason ? So they don’t give it to others ? That rationale is unconscionable- to risk kids lives ??? There has not been enough research and testing of this shot on kids. You should be ashamed of yourselves.
FDA-2021-N-1088-49925,This Covid vaccine should be the choice of the parents. It has not been around long enough to know all the side effects that’ll be exposed years from now. Leave our children alone. They are our future!
FDA-2021-N-1088-20375,"There are no adequate long-term safety studies of mRNA covid vaccines because the placebo group was “unblinded” and allowed to get the vaccine.
This is NOT a FDA approved vaccine they are looking to give children, the FDA would potentially be expanding the Emergency Use Authorization to include children as young as five. In other words, any mandate for children is of an experimental drug."
FDA-2021-N-1088-104339,This vaccine should be a choice of the parents under the god given rights stated in Constitution of the USA
FDA-2021-N-1088-117185,The thought of giving young children a vaccine for a virus that will not make them ill is ridiculous. Well over 99% of children will not be seriously ill from  Covid. Many more will have hurtful side effects from the vaccine. We’ve already seen this to be true with young adults. This vaccine should not be given to children. 
FDA-2021-N-1088-11143,I really hope you take a good hard look at the data and realize that you don't need to put our children through this. A virus with a 99.997% survival rate vs. A new vaccine with zero data on long term effects and hundreds of thousands vaccine injury reports on it within the first year of being on the market. Our children will not be sacrificed to Big Pharma. Make the right decision. 
FDA-2021-N-1088-75952,"I will never allow my children to take part in this bio-weapon program to inject a Chinese source, computer generated pathogen into the global population under the guise of a pandemic."
FDA-2021-N-1088-98059,"I have been in the health care field 37 years and had the chance to observe trends and practices. This current trend is a development that completely negates natural immunity and has at its goal to alter the human genome. It is immoral, unethical and anti-human to continue with this practice. This push to further damage our children with chemicals and bioorganisms and gene therapy needs to stop."
FDA-2021-N-1088-85158,Children are 99.99% secure in not succumbing to Covid. Under 400 deaths have occurred in children during the entire pandemic and they had 4-5 comorbidities. Children should not take or be forced to take an experimental vaccine. It is unconscionable. It is a travesty and absolutely horrific that children under 18 have already been given this vaccine. Please think… Stop this madness!
