docID,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,text
11,0.0178483169313151,0.1397849717150626,0.0045769432317074,0.0066167114503354,0.0035652204290869,0.0026737316464692,0.0058149694118555,0.0084939202648747,0.0016675700542295,0.0074615654608485,0.0052009868856464,0.0171161527348525,0.0039860011940834,0.3625567944981947,0.2140219626594325,0.0052052206408033,0.0081376565720752,0.0056118161615032,0.0077208024461445,0.0058703550254175,0.0069121708729475,0.0056721612035368,0.0027288628972547,0.0047474577928569,0.0069009630319217,0.1126967689366081,0.0063834619260335,0.0044123785995287,0.0058566440820703,0.0097574612433027,Please Do not vaccinate children! They are vulnerable. Parents should make that decision Thank you
12,0.0076919291740835,0.1076617899527576,0.0019724842015958,0.0028515448284107,0.0015364710933845,0.0011522741631208,0.0025060252480713,0.0036605486858595,0.0007186577199024981,0.0032156439889263,0.0022414227018537,0.0547963085129497,0.0017178112082326,0.0139881114009652,0.2344948677171553,0.0022432472853666,0.003507012915352,0.002418474112622,0.0033273650289477,0.0025298942895289,0.050398789907837,0.0024444804745169,0.0011760335841325,0.0020459693336987,0.0029740461847905,0.0011480028313779,0.0027510233715292,0.0019015632570525,0.4767231212097159,0.0042050856162614,"MRNA technology has proven to be harmful, even deadly for adult and teen consumption. Please do not consider or carry out plans to innoculate our children with this cocktail of deadly poison. That would be unconscionable. "
13,0.0080748372590839,0.0134602465189448,0.0020706754526114,0.0029934961575023,0.0016129573935976,0.0012096349478096,0.0026307764394804,0.053623273249496,0.0007544328609718897,0.0033757203565027,0.0023530018460474,0.4059876005053542,0.0018033247101448,0.0146844465891989,0.0470461371542756,0.0023549172582411,0.1032425950089897,0.0025388669646789,0.003493002925826,0.002655833693771,0.0031271662824467,0.0025661679362881,0.0012345771246936,0.1017088199464177,0.0529025963102487,0.0012051509870342,0.0028879706921744,0.0019962240279444,0.1519911325168443,0.0044144168833785,"You people are sick,sick,sick! Stay the hell away from our kids! Cant wait till you all go down for crimes against humanity! Remember God Wins!"
14,0.0089676671825179,0.0702332387015726,0.0022996287982323,0.0033244852362105,0.00179130112735,0.0013433835600954,0.0029216598160328,0.1701217680427464,0.0008378500509270116,0.0037489717361563,0.0026131718520353,0.0638845010729392,0.0020027172441645,0.1821621994013314,0.2733868035058431,0.0026152990502089,0.0040886653943243,0.0028195879656048,0.1144486237293297,0.0029494876359351,0.0034729351868765,0.0028499075893068,0.0013710835785511,0.0023853017409555,0.0587520047252615,0.0013384038104604,0.0032072918833319,0.0022169453240946,0.0029425987411912,0.0049025163164115,"It is unethical and morally wrong to give the experimental drug to the children. Statistically they are in no harm from cv19. Stop the push, stop the coercion. "
15,0.0064655465411598,0.6485280111112482,0.0016579960785507,0.0821156952916671,0.001291499848555,0.000968558350086682,0.0021064706275922,0.003076919633419,0.0006040766665986685,0.0027029494681587,0.0018840556730651,0.0062003203180814,0.0014439275329232,0.0117578806615371,0.1173887777683731,0.0018855893493841,0.0029478632357998,0.0020328784339868,0.0027968579750544,0.0021265340466571,0.0025039314716045,0.0020547384042741,0.0009885296263250857,0.0017197649184531,0.0024998714351284,0.0009649680291734452,0.0023124068412343,0.0015983825983287,0.002121567262244,0.0832534308013353,"Statistically, children have a greater chance of having a severe Covid vaccine reaction than having a severe case of Covid.Please hear me. One child who is profoundly injured or dies from a Covid vaccine is one child too many."
16,0.0178483169313151,0.029752023246474,0.0045769432317074,0.0066167114503354,0.0035652204290869,0.0026737316464692,0.0058149694118555,0.0084939202648747,0.0016675700542295,0.0074615654608485,0.0052009868856464,0.0171161527348525,0.0039860011940834,0.0324579490924287,0.7641867050023758,0.0052052206408033,0.0081376565720752,0.0056118161615032,0.0077208024461445,0.0058703550254175,0.0069121708729475,0.0056721612035368,0.0027288628972547,0.0047474577928569,0.0069009630319217,0.0026638204680194,0.0063834619260335,0.0044123785995287,0.0058566440820703,0.0097574612433027,Covid 19 vaccine should NOT be mandated for children 5-12 or anyone for that matter 
17,0.0115138194307908,0.0901742685127707,0.002952552787899,0.0042683924292684,0.0022998977668001,0.0017248048374704,0.0037511944717996,0.005479366181453,0.0010757373127382,0.0048134016063164,0.0033551188100082,0.0110415056331257,0.0025713403777065,0.0209383868732372,0.7768971038887806,0.0033578499746653,0.0052495430645493,0.0036201417876537,0.0049806334999435,0.0037869233282554,0.0044589911537404,0.0036590699353437,0.0017603696063492,0.0030625504910411,0.0044517610570161,0.0017184112083425,0.004117924857706,0.0028463933406586,0.00377807849843,0.0062944672761394,"I think this is absolutely ridiculous as vaccinations have proven not to slow down, stop or prevent Covid. Why such the huge push? "
18,0.026643209686847,0.0444125570502936,0.1710847800668689,0.0098771459116878,0.005322009679542,0.0039912330768988,0.0086803394381036,0.0126793635249361,0.0024892777729866,0.0111383081066163,0.0077638123922875,0.0255502660615952,0.0059501333394444,0.0484518482612391,0.1552303850764834,0.0077701323622231,0.0121475482110556,0.3368821079811033,0.0115252860712281,0.008763016730391,0.0103181951927435,0.0084671614082716,0.0040735306672334,0.0070868034191291,0.010301464603538,0.0039764380905314,0.0095289609254368,0.0065866114265788,0.0087425496163202,0.0145655238483846,"Insane, what’s happened to humanity, this will not go well. This is not ok. "
19,0.010082481081998,0.2654364955020273,0.002585506730111,0.0037377680080298,0.0020139863981434,0.0015103860407458,0.0032848654196948,0.0047981997805262,0.0009420072261926556,0.0042150244692877,0.0029380278310861,0.3204559239289212,0.0022516846707073,0.0183354351530307,0.058743200961165,0.0029404194715102,0.0045969470822087,0.0031701045259194,0.0043614669607595,0.0033161526499195,0.0039046724870599,0.0032041933280759,0.0015415295819105,0.0026818300889807,0.0038983411984825,0.0015047872344491,0.0036060057850029,0.0646499526833732,0.1897806319884145,0.0055119717322657,No child should risk injury with a treatment for a disease that likely wouldn't injure them. Anybody putting their name to such a practice should be held accountable for all damage that occurs as a result.
20,0.0322046891259007,0.4231410126875178,0.0011526241428961,0.0016663045570238,0.0008978392200374763,0.0006733331595629405,0.0014643996647969,0.0021390471914323,0.00041994873153768016,0.001879066455182,0.0013097787645152,0.0043104075967156,0.0010038055919254,0.0081739741698455,0.164737331178509,0.0013108449626658,0.0020493283304438,0.1122528334871506,0.0019443508148204,0.001478347575472,0.0017407109122064,0.001428435882775,0.0006872170133637002,0.0566153625223436,0.0294477870262953,0.0006708372003632306,0.0016075646908252,0.139660674457971,0.0014748947110767,0.0024572481748278,I am strongly opposed to mandating any COVID-19 vaccine to children. The science shows there is statistically no risk of harm to children contracting this virus. The studies show there is a much more significant risk of serious injury including death due to potential side effects of these vaccines. Do not use innocent children as pawns. 
21,0.0070256205366886,0.0117112681454981,0.001801618969883,0.0026045315101536,0.0014033752292054,0.0010524591219058,0.0022889423511115,0.0033434559056489,0.0006564044365890048,0.0029370908046578,0.0020472608378404,0.0067374192550389,0.0015690068680528,0.0127763998476779,0.3441184720463097,0.0020489273679279,0.0032032200769016,0.0022089752789633,0.003039134078249,0.0023107437515223,0.0027208329964646,0.002232728855742,0.0010741603976744,0.5649272437239699,0.002716421261824,0.00104855779165,0.0025127176626959,0.0017368415085741,0.0023053467224619,0.0038408226591166,"I find it unconscionable to even consider approving a vaccine for children to combat an illness, covid-19, which poses almost no threat to children. As you know more children die each year from the flu than have died from covid-19. Please do not approve this vaccine for children."
22,0.0115138194307908,0.0901742685127707,0.002952552787899,0.0042683924292684,0.0022998977668001,0.0017248048374704,0.0747326491927237,0.005479366181453,0.0010757373127382,0.0048134016063164,0.0033551188100082,0.0110415056331257,0.0025713403777065,0.0209383868732372,0.42198983028416,0.0033578499746653,0.0052495430645493,0.0036201417876537,0.0759620882208676,0.2167312874910278,0.0044589911537404,0.0036590699353437,0.0017603696063492,0.0030625504910411,0.0044517610570161,0.0017184112083425,0.004117924857706,0.0028463933406586,0.00377807849843,0.0062944672761394,I am opposed to vaccination of children! This vaccine is under EUA and has not been through clinical trials to prove it is safe! It is experimental!!!
23,0.0084978652451686,0.014165407600762,0.0021791548731183,0.0031503206990045,0.0016974576870352,0.0012730058145468,0.0027685986671396,0.004044089428257,0.0007939564084531767,0.0035525690208384,0.0024762719009414,0.1653145378723976,0.0018977980469952,0.0154537415815418,0.3638413451671671,0.0024782876585583,0.2134281567320237,0.0026718741999389,0.0036759958389572,0.0027949686314552,0.0032909935909323,0.0027006054263839,0.0012992546727318,0.0022603395455199,0.108062502394972,0.0012682869461397,0.0554276894379896,0.0021008030557589,0.0027884406350397,0.004645681220231,"Please I pray, if you have a conscience, DO NOT give this vaccine approval for our children!! It will kill and has no good benefits. May God Bless and keep our children safe and healthy. Prayers to help us All."
24,0.009492454700293,0.0158233257508841,0.0024342029817146,0.0035190339766446,0.0018961279962644,0.0014219983112423,0.0030926352293073,0.0045174093250642,0.0008868810017355837,0.0039683614092546,0.0027660945622383,0.0091030602551561,0.0021199161756123,0.7195019568162253,0.0553055512367565,0.0027683462439623,0.0628478931414891,0.0029845901383552,0.0626261933071431,0.0031220915320953,0.003676171212369,0.0030166840651997,0.0014513193336483,0.0025248895015518,0.003670210430541,0.0014167271468618,0.0033949824735353,0.0023466808740426,0.0031147994995119,0.005189411371299,Our children should not be forced to get an experimental vaccination! We the parents should be able to make that decision instead of being forced by the State or Federal government telling us they have to be vaccinated!
25,0.0080748372590839,0.0134602465189448,0.0020706754526114,0.0029934961575023,0.0016129573935976,0.0012096349478096,0.0026307764394804,0.0038427726319763,0.0007544328609718897,0.0033757203565027,0.1516945036986065,0.0077435955651967,0.0018033247101448,0.0146844465891989,0.295948640241874,0.0023549172582411,0.0036815937739503,0.0025388669646789,0.003493002925826,0.1519973355463301,0.2520296693700451,0.0025661679362881,0.0012345771246936,0.0021478187113783,0.003122095692729,0.0012051509870342,0.0028879706921744,0.0019962240279444,0.0026496306642852,0.0541949175008981,"Please no. The vaccine has not gone through the normal regulatory and testing processes that most all vaccines to come before it have. In fact, clinical trials for the Pfizer vaccine are not even scheduled for completion until May of 2023 -- nearly two years from now!"
26,0.005988176345299,0.0099819138417885,0.0015355813827913,0.0022199311645486,0.0011961446404942,0.0008970468566127618,0.001950943745268,0.0028497416649823,0.0005594759209674403,0.0025033828099029,0.0017449503368127,0.0057425325493599,0.0382537793290714,0.195472067899385,0.0348886988809592,0.5185768273756738,0.0027302138783501,0.0018827850783801,0.002590357777299,0.0019695258234706,0.0023190588936387,0.0019030310631782,0.0009155435951630016,0.0015927896487322,0.0023152986215206,0.0008937216195847996,0.0021416750864348,0.0014803693400268,0.1496307704936502,0.0032736643366525,Informed Consent is a right! We will not stand for forced medical procedures on We the People. We will not allow the government to force us to purchase this controversial gene therapy product from. Their chosen lobbying corporations. This is a crime against civil rights.
27,0.0084978652451686,0.014165407600762,0.0021791548731183,0.0031503206990045,0.0016974576870352,0.0012730058145468,0.0027685986671396,0.004044089428257,0.0007939564084531767,0.0559409915378153,0.0024762719009414,0.0081492703214668,0.0018977980469952,0.2250074316494496,0.2066760776162362,0.0024782876585583,0.0038744666641159,0.0026718741999389,0.3703949534577958,0.0027949686314552,0.0032909935909323,0.0027006054263839,0.0012992546727318,0.0022603395455199,0.0032856573610182,0.0012682869461397,0.0030392669210127,0.0021008030557589,0.0027884406350397,0.0570341037372079,Do not allow children to be vaccinated without the consent of their parents. This vaccine has not been tested and has been shown to show a lot of deaths an adverse reactions according to the CDC website
28,0.026643209686847,0.0444125570502936,0.0068322665221853,0.0098771459116878,0.005322009679542,0.0039912330768988,0.0086803394381036,0.0126793635249361,0.0024892777729866,0.0111383081066163,0.0077638123922875,0.3540552931509625,0.0059501333394444,0.0484518482612391,0.3194828986211671,0.0077701323622231,0.0121475482110556,0.0083770808917359,0.0115252860712281,0.008763016730391,0.0103181951927435,0.0084671614082716,0.0040735306672334,0.0070868034191291,0.010301464603538,0.0039764380905314,0.0095289609254368,0.0065866114265788,0.0087425496163202,0.0145655238483846,Please do not do this to our children. Stop being evil. 
29,0.0160790875225269,0.0268028289498254,0.0041232498891333,0.0059608243696404,0.0032118149591915,0.0024086957510206,0.0052385556842054,0.0076519532835426,0.0015022707718091,0.0067219315166659,0.0046854346916654,0.0154194997170724,0.0035908854773928,0.0292405276232638,0.2919326958493351,0.0046892487722859,0.0073310045285611,0.0050555401704475,0.0069554714180297,0.005288451152298,0.0062269961287938,0.0051099034594984,0.0024583620702605,0.004276862051173,0.0062168992744246,0.0023997670264603,0.0057506959003696,0.0039749978643571,0.5009052994256663,0.0087902447010822,This is not safe for human consumption at all and you know it. Will you really be able to sleep at night if you approve it?
30,0.0053911138137425,0.0089866481040259,0.0013824733153343,0.035234223785769,0.0010768807601441,0.0008076050906643596,0.0017564211820859,0.0025656027427691,0.0005036923083188336,0.0022537782572399,0.0015709667388921,0.0051699624004935,0.0012039782900378,0.009803977506189,0.164352595037034,0.0015722455516787,0.0024579927018348,0.0016950584049403,0.0023320812198016,0.0017731504987775,0.0020878327082323,0.0017132857252501,0.0008242575766563036,0.3005546933099242,0.0353200824487435,0.0008046114027297201,0.3010488510792898,0.0013327662944871,0.001769009085536,0.1026541626593768,"As a mother I am strongly against young children being given the covid-19 vaccine. Would I risk giving it to my healthy child. No way. Maybe more time should be spent focusing on informing the public on the benefits of healthy eating, which builds a strong immune system. "
31,0.0200550311391894,0.0334304772241603,0.0051428232357947,0.0074347824888008,0.0040060139563055,0.0030043040827954,0.0065339153869229,0.0095440839638488,0.0018737435856305,0.0083840918020606,0.005844021839569,0.0192323442821842,0.0044788188362979,0.0364709559040154,0.4877572252249708,0.0058487790439504,0.0091437728599866,0.0063056448571289,0.0086753800973406,0.0065961487173217,0.0077667716586287,0.0063734507853706,0.0030662516017407,0.0053344197233906,0.0077541781126019,0.0029931675149498,0.0071726946689196,0.2522321193244569,0.0065807425926527,0.0109638454890128,No vaccine for C19 for kids-the data does not support it
32,0.0107507178392656,0.0179207713702641,0.0027568664003322,0.0039854961170925,0.0021474674063329,0.0016104899201264,0.0035025764967863,0.0051162101428552,0.0010044406539406,0.0044943837123404,0.0031327515478618,0.0103097075905977,0.0024009196110464,0.3509357317263684,0.3277445879347196,0.0031353016990759,0.0049016190162856,0.0033802095934491,0.0046505319751231,0.0035359373512608,0.0041634625269047,0.0034165576996822,0.0016436975622588,0.0028595737839728,0.0041567116194147,0.0016045200416568,0.2026760482767093,0.0026577428844464,0.003527678730361,0.0058772887694676,I do not and will not comply with a vaccine for my child. It is a sickness and he needs to go to school and build antibodies himself. He doesn’t need a thrown together vaccine or the government mandating it. 
33,0.0062177122793218,0.0103645358263279,0.0015944425596576,0.002305024512496,0.001241994689232,0.0009314320310334284,0.0020257263951055,0.0029589766101604,0.0005809214864747649,0.0025993412918101,0.00181183694507,0.0826257034966178,0.0013885795879364,0.0113071831596351,0.2662151886742454,0.0018133118332361,0.002834867141132,0.0019549551025427,0.0410211755997094,0.3470287498686483,0.0024079519586573,0.0019759771468225,0.0009506377777882842,0.1933114709923322,0.0024040475495727,0.0009279793325976772,0.0022237687595318,0.0015371141550703,0.0020402443527218,0.0033991488845116,"Do NOT approve a covid-19 vaccine for children under 12! Be responsible and do proper, extended laboratory trials. It is too early to know if these present vaccines for 12 and over are safe. VAERS injury reports have skyrocketed this year. Stop this insanity now! "
34,0.0160790875225269,0.0268028289498254,0.0041232498891333,0.0059608243696404,0.0032118149591915,0.0024086957510206,0.0052385556842054,0.0076519532835426,0.0015022707718091,0.0067219315166659,0.0046854346916654,0.0154194997170724,0.0035908854773928,0.0292405276232638,0.7875618959572739,0.0046892487722859,0.0073310045285611,0.0050555401704475,0.0069554714180297,0.005288451152298,0.0062269961287938,0.0051099034594984,0.0024583620702605,0.004276862051173,0.0062168992744246,0.0023997670264603,0.0057506959003696,0.0039749978643571,0.0052760993177276,0.0087902447010822,Please do not recommend or require children under the age of 18 or ages 5-11 be vaccinated for covid 19.
35,0.0067339580480138,0.1772815848188292,0.00172682633489,0.0024964066636555,0.0013451153346157,0.0010087672024347,0.0021939189123886,0.003204655259482,0.0006291543808034785,0.0028151600500608,0.0019622705956528,0.0064577211903756,0.0015038709209156,0.0122459987882387,0.2052903200152037,0.1680203676634206,0.003070241198449,0.0021172716032639,0.0029129670864439,0.0022148152467391,0.0441220049260889,0.0021400390710887,0.0010295675687298,0.0017911594541289,0.0441177763407513,0.0010050278324905,0.1684649041099501,0.0016647380532026,0.1267520170622812,0.00368137426741,"Please do not vaccinate our children, ages 5-11, their own immune system will fight off the virus, these children are our future!!! The horrific risks you are taking are in your hands (FDA & all US Government) all for the sake of money, I don't know how any of you sleep at night!!"
36,0.2274869434588762,0.0099819138417885,0.0015355813827913,0.0022199311645486,0.0011961446404942,0.0008970468566127618,0.001950943745268,0.0028497416649823,0.0005594759209674403,0.1132527663666915,0.0017449503368127,0.0057425325493599,0.0013373181434752,0.380054373827366,0.2194710048089402,0.001746370777327,0.0027302138783501,0.0018827850783801,0.002590357777299,0.0019695258234706,0.0023190588936387,0.0019030310631782,0.0009155435951630016,0.0015927896487322,0.0023152986215206,0.0008937216195847996,0.0021416750864348,0.0014803693400268,0.0019649257512655,0.0032736643366525,"Please DO NOT MANDATE children, or anyone for that matter to take the Covid -vaccine. It is a personal choice, and especially for an underdeveloped child. Please respect our bodies, and our choice especially since there is no scientific evidence of the long term effects from the vaccine. Thank you for your time. "
37,0.0123935302360752,0.0206592364483758,0.0031781419250485,0.2338088488069852,0.0024756209426468,0.0018565881663345,0.0040378036486588,0.0058980159322944,0.001157928782159,0.0051811684823476,0.0036114659142788,0.0118851294080559,0.0027678030656902,0.4045620643288175,0.2250175383297548,0.0036144057529622,0.0056506332314091,0.003896737913414,0.0053611776915038,0.0040762623604223,0.004799679378199,0.0039386403575447,0.0018948702534462,0.0032965439781625,0.0047918968675472,0.0018497060333992,0.0044325539878959,0.0030638713889221,0.0040667417433471,0.0067753946443001,We The People demand you retract your mandates for vaccines for young children. This is dangerous and unconstitutional.
38,0.0642523679626912,0.2360873410420925,0.0022996287982323,0.0033244852362105,0.00179130112735,0.0013433835600954,0.224060462936726,0.0042676657022264,0.0008378500509270116,0.0037489717361563,0.0026131718520353,0.0085998002927659,0.0020027172441645,0.0163080970608115,0.1628174019454965,0.0578999998303822,0.0040886653943243,0.0028195879656048,0.0038792221689831,0.0029494876359351,0.0034729351868765,0.0028499075893068,0.0013710835785511,0.0023853017409555,0.1693214062856081,0.0013384038104604,0.0032072918833319,0.0022169453240946,0.0029425987411912,0.0049025163164115,"Since the FDA hasn’t even approved vitamins yet, clearly an experimental vaccine for a virus barely effecting this age group would be inappropriate. The benefit does not outweigh the risk."
39,0.2905922290842442,0.0096265361921011,0.0014809113754791,0.0021408968298279,0.0011535593128944,0.000865110054851565,0.0018814859425004,0.0027482847188326,0.0005395573721799566,0.0024142569856019,0.0016828263434236,0.0055380860120535,0.0012897067348571,0.1529106853338007,0.3540659863105517,0.0016841962131937,0.0026330123790574,0.001815753871076,0.0024981354566762,0.1443080288211109,0.0022364953980836,0.0018352790551731,0.0008829482696380203,0.001536082903835,0.0022328689997585,0.0008619032034296479,0.002065426836783,0.0014276650004516,0.0018949701589449,0.0031571148295875,"As long as we don’t Know the Long Term effects of the covid vaccine, ( 2,5,10 years from now) it is absolutely irresponsible to force these pharmaceuticals on our children. We as parents are the sole responsible party for our children, it is inconceivable to me that this Government is planning to override this freedom. "
40,0.0178483169313151,0.1397849717150626,0.0045769432317074,0.0066167114503354,0.0035652204290869,0.0026737316464692,0.0058149694118555,0.0084939202648747,0.0016675700542295,0.0074615654608485,0.0052009868856464,0.0171161527348525,0.0039860011940834,0.582622691435372,0.1039890141908438,0.0052052206408033,0.0081376565720752,0.0056118161615032,0.0077208024461445,0.0058703550254175,0.0069121708729475,0.0056721612035368,0.0027288628972547,0.0047474577928569,0.0069009630319217,0.0026638204680194,0.0063834619260335,0.0044123785995287,0.0058566440820703,0.0097574612433027,I do not support the vaccine manadates! Our bodies and we decide what goes in them. 
41,0.0080748372590839,0.3121432502240629,0.0020706754526114,0.0029934961575023,0.0016129573935976,0.100770636182849,0.0026307764394804,0.0038427726319763,0.0007544328609718897,0.1527172222090618,0.0023530018460474,0.1073045968002361,0.0018033247101448,0.0146844465891989,0.146607138389315,0.0023549172582411,0.0036815937739503,0.0025388669646789,0.1030540041608654,0.002655833693771,0.0031271662824467,0.0025661679362881,0.0012345771246936,0.0021478187113783,0.003122095692729,0.0012051509870342,0.0028879706921744,0.0019962240279444,0.0026496306642852,0.0044144168833785,By mandating vaccination of children 5-11 you will be committing genocide. Children are the least prone to covid with a 100 % chance of survival if they do get it. Please know God sees all and knows all. There will be no mercy on your soul if you harm even one hair of that of one of his children. 
