docID,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,text
18,0.0289185556770378,0.0909831959158419,0.0399937668758052,0.0196816897576649,0.4201812474091076,0.0129621747678595,0.0100996029171206,0.1018959991104727,0.0244218662229613,0.250861901346128,"Insane, what’s happened to humanity, this will not go well. This is not ok. "
19,0.5440823999067829,0.2974390585171827,0.0132737065752249,0.0065322422756307,0.0058346723660486,0.0043020729950156,0.0033520014772413,0.1006292714546608,0.0081054802181961,0.016449094214016,No child should risk injury with a treatment for a disease that likely wouldn't injure them. Anybody putting their name to such a practice should be held accountable for all damage that occurs as a result.
20,0.0613039726530103,0.6706755399923416,0.1486708522115388,0.0027960837529345,0.002497493497335,0.0018414743204147,0.0014348023963061,0.0716715298306382,0.0034694980056663,0.0356387533398142,I am strongly opposed to mandating any COVID-19 vaccine to children. The science shows there is statistically no risk of harm to children contracting this virus. The studies show there is a much more significant risk of serious injury including death due to potential side effects of these vaccines. Do not use innocent children as pawns. 
21,0.0065395357784568,0.8854810703518254,0.05456543619373,0.0044507449053873,0.0039754554733333,0.0029312185092402,0.002283887043403,0.0230423863247652,0.0055226709703401,0.0112075944495183,"I find it unconscionable to even consider approving a vaccine for children to combat an illness, covid-19, which poses almost no threat to children. As you know more children die each year from the flu than have died from covid-19. Please do not approve this vaccine for children."
22,0.0110781858249253,0.0348540488175766,0.0153209028222911,0.3931132903390807,0.0067345505803923,0.0049655792764064,0.0038689787665523,0.4246081342258206,0.0093555838414246,0.0961007455055294,I am opposed to vaccination of children! This vaccine is under EUA and has not been through clinical trials to prove it is safe! It is experimental!!!
23,0.174961719132104,0.1921213007426146,0.0110574443673007,0.2280633646399131,0.0048604784747486,0.0035837716117094,0.0027923300581984,0.2507939104944145,0.1180630313257104,0.0137026491532858,"Please I pray, if you have a conscience, DO NOT give this vaccine approval for our children!! It will kill and has no good benefits. May God Bless and keep our children safe and healthy. Prayers to help us All."
24,0.1342497297632505,0.0283056924464417,0.0124424214116237,0.006123151110476,0.0054692675301889,0.0040326494219376,0.0031420775136062,0.0317007638972346,0.0075978627406615,0.7669363841645788,Our children should not be forced to get an experimental vaccination! We the parents should be able to make that decision instead of being forced by the State or Federal government telling us they have to be vaccinated!
25,0.0075738527603793,0.0238287602337794,0.010474482371566,0.7959730434303796,0.0046042281028051,0.0033948307876255,0.0026451150011377,0.0794080782140176,0.0063961568818342,0.0657014522164753,"Please no. The vaccine has not gone through the normal regulatory and testing processes that most all vaccines to come before it have. In fact, clinical trials for the Pfizer vaccine are not even scheduled for completion until May of 2023 -- nearly two years from now!"
26,0.1210603681563966,0.0174053432819618,0.0076509209706815,0.0037651630408553,0.1574006413404623,0.0024797007759989,0.0019320826666342,0.0194929934668017,0.0046719722352902,0.6641408140649171,Informed Consent is a right! We will not stand for forced medical procedures on We the People. We will not allow the government to force us to purchase this controversial gene therapy product from. Their chosen lobbying corporations. This is a crime against civil rights.
27,0.174961719132104,0.1921213007426146,0.0110574443673007,0.0054415776894852,0.0048604784747486,0.0035837716117094,0.0027923300581984,0.0281721235439866,0.3963402650137453,0.1806689893661068,Do not allow children to be vaccinated without the consent of their parents. This vaccine has not been tested and has been shown to show a lot of deaths an adverse reactions according to the CDC website
28,0.2302192259092135,0.0909831959158419,0.0399937668758052,0.0196816897576649,0.0175799069447562,0.0129621747678595,0.0100996029171206,0.5044973395748241,0.0244218662229613,0.0495612311139522,Please do not do this to our children. Stop being evil. 
29,0.0160195616716902,0.0504005433168506,0.0221547238425493,0.0109027589896662,0.2327612582499277,0.0071804539760549,0.2286175107878492,0.390979925558218,0.0135286006834408,0.0274546629237527,This is not safe for human consumption at all and you know it. Will you really be able to sleep at night if you approve it?
30,0.0740016987552681,0.2227300786404396,0.0068585636836129,0.0033752290206432,0.0030147925727281,0.0022228939174336,0.0017319891372417,0.2246015241561754,0.4529639341914478,0.0084992959250092,"As a mother I am strongly against young children being given the covid-19 vaccine. Would I risk giving it to my healthy child. No way. Maybe more time should be spent focusing on informing the public on the benefits of healthy eating, which builds a strong immune system. "
31,0.0206178012545346,0.3519065055340565,0.0285139944772651,0.0140322764493787,0.0125337873546706,0.0092415245828641,0.007200622604408,0.3596869081900371,0.1609313565752107,0.0353352229775741,No vaccine for C19 for kids-the data does not support it
32,0.0102850565980208,0.0323587156258386,0.0142240214372919,0.0069999102086209,0.0062523986306247,0.0046100746734986,0.0035919839420819,0.3226150492571391,0.1518733472894252,0.4471894423374579,I do not and will not comply with a vaccine for my child. It is a sickness and he needs to go to school and build antibodies himself. He doesn’t need a thrown together vaccine or the government mandating it. 
33,0.0057537760743574,0.0581542154022068,0.0079573538022909,0.2842782671575935,0.0034977835372492,0.0025790171502296,0.0420612235044945,0.5809983275538141,0.0048590929344514,0.0098609428833124,"Do NOT approve a covid-19 vaccine for children under 12! Be responsible and do proper, extended laboratory trials. It is too early to know if these present vaccines for 12 and over are safe. VAERS injury reports have skyrocketed this year. Stop this insanity now! "
34,0.0160195616716902,0.0504005433168506,0.0221547238425493,0.0109027589896662,0.0097384671153446,0.0071804539760549,0.0055947196532662,0.837025507827384,0.0135286006834408,0.0274546629237527,Please do not recommend or require children under the age of 18 or ages 5-11 be vaccinated for covid 19.
35,0.0062548081969786,0.2373758885952916,0.0086502709082898,0.0042569620627486,0.2650388741751411,0.0028035949614542,0.0021844479308624,0.1091179701423373,0.3535975607163653,0.0107196223105308,"Please do not vaccinate our children, ages 5-11, their own immune system will fight off the virus, these children are our future!!! The horrific risks you are taking are in your hands (FDA & all US Government) all for the sake of money, I don't know how any of you sleep at night!!"
36,0.0055322016742844,0.0174053432819618,0.238707253934906,0.0037651630408553,0.0033630860309793,0.1950266449128526,0.0019320826666342,0.1735305487762847,0.0046719722352902,0.3560657034459511,"Please DO NOT MANDATE children, or anyone for that matter to take the Covid -vaccine. It is a personal choice, and especially for an underdeveloped child. Please respect our bodies, and our choice especially since there is no scientific evidence of the long term effects from the vaccine. Thank you for your time. "
37,0.012003860096893,0.3719995564991241,0.016601091274628,0.0081697112732727,0.0072972781157536,0.0053804945932486,0.0041922640191727,0.1258545012164274,0.0101373204360354,0.4383639224754441,We The People demand you retract your mandates for vaccines for young children. This is dangerous and unconstitutional.
38,0.1852731807767304,0.2623796014116206,0.0117091207113982,0.0057622799545847,0.0051469333496522,0.4752792229933637,0.0029568975100791,0.0298324625759331,0.0071500786732661,0.0145102220433715,"Since the FDA hasn’t even approved vitamins yet, clearly an experimental vaccine for a virus barely effecting this age group would be inappropriate. The benefit does not outweigh the risk."
39,0.0053270598550207,0.0167599286720122,0.3410998727869008,0.0036255454995036,0.0032383780706853,0.0023877499834632,0.0018604383238324,0.4637470441543663,0.0044987289335589,0.1574552537206563,"As long as we don’t Know the Long Term effects of the covid vaccine, ( 2,5,10 years from now) it is absolutely irresponsible to force these pharmaceuticals on our children. We as parents are the sole responsible party for our children, it is inconceivable to me that this Government is planning to override this freedom. "
40,0.2690438027158485,0.1822329944091082,0.024935293184424,0.0122711297987074,0.0109607113324346,0.0080816500518198,0.0062968952278666,0.4400505798359169,0.015226532581224,0.0309004108626494,I do not support the vaccine manadates! Our bodies and we decide what goes in them. 
41,0.4293436406933973,0.4983197716584246,0.010474482371566,0.0051546910559708,0.0046042281028051,0.0033948307876255,0.0026451150011377,0.0266868547223903,0.0063961568818342,0.0129802287248481,By mandating vaccination of children 5-11 you will be committing genocide. Children are the least prone to covid with a 100 % chance of survival if they do get it. Please know God sees all and knows all. There will be no mercy on your soul if you harm even one hair of that of one of his children. 
42,0.2060125637311859,0.2584130030590352,0.2082161414591193,0.0039159644380337,0.0034977835372492,0.0025790171502296,0.0020094659731288,0.2605842673028887,0.0048590929344514,0.0499127004146781,"Kids have been proven to be at little to no risk of covid 19, my own child had it and was less sick with covid than she was with pneumonia 2 yrs ago. Giving our children experimental shot that we do not know long term reprocussions of is not only dangerous but negligence. Do not approve these for our kids ever!!"
43,0.0160195616716902,0.1619119388841421,0.0221547238425493,0.0109027589896662,0.0097384671153446,0.0071804539760549,0.0055947196532662,0.7255141122600925,0.0135286006834408,0.0274546629237527,I am totally against covid vaccinations for 5 to 11 years olds.....unconscionable 
44,0.0075738527603793,0.2874348776919156,0.432244270304584,0.0051546910559708,0.0046042281028051,0.2142797247541345,0.0026451150011377,0.0266868547223903,0.0063961568818342,0.0129802287248481,This age group has a very small risk of severe side effects to covid and we dont know the long term effects of the vaccine. 
45,0.005993839896577,0.1023034040679347,0.0082893571239086,0.0458021797678701,0.3791491928601896,0.0026866210448985,0.3358759482645641,0.1045652596011765,0.0050618280439324,0.010272369328948,"The Covid vaccine is the mark of the beast, and if you do not repent of this wrongdoing, all your souls are forfeit. Jesus Christ is Lord above all, and you must accept Him as your Lord and Savior. Seek forgiveness and it will be granted to you. Refuse it, and you will NOT be shown any mercy. "
46,0.0079953789192831,0.4147430876930426,0.0667128911049077,0.0054415776894852,0.3944486056379975,0.0035837716117094,0.0584477767958053,0.0281721235439866,0.0067521378504965,0.0137026491532858,This is a terrible idea. You have to know something is wrong. You will be haunted all your days if you cause harm to these children. Leave them alone! They are not at risk. Any culture that sacrifices kids to protect adults is doomed. 
47,0.0055322016742844,0.0944241209367032,0.0461603097980522,0.0422745518682261,0.0033630860309793,0.0024797007759989,0.0019320826666342,0.1350211599489139,0.659331582300593,0.0094812039996144,"Children do NOT need this shot that's clearly giving everyone health issues, and kids have a natural immune system to begin with because they are outside playing and doing what kids do! NO SHOT! If they get this virus, it'll be so mild they won't know they have it till they get tested, and will be over it in a few days, just like any other, and life goes on, with antibodies forever."
48,0.1391392876072132,0.499137894386979,0.1947288596629114,0.1378980438830295,0.0023623758704937,0.0017418481791138,0.0013571777318247,0.0136927146631018,0.0032817936783651,0.0066600043369675,"Please do not approve these vaccines for these young children. Many FDA panelists have expressed great concerns for these vaccines and the benefits simply do not outweigh the risks for these young people.Please look at the science and not the politics and do the right thing to save these children from an experimental drug that is already showing terrible effects on young people, as well as others."
49,0.1042752090667687,0.041209815288965,0.2004684759387716,0.0089146000129334,0.463846993746968,0.0058710712736544,0.0045745015496203,0.1373295212821204,0.0110616096294416,0.0224482022107563,Please Please Please for the Love of the Good Lord think about what you are doing to the children. This jab is pure evil.
50,0.0160195616716902,0.1619119388841421,0.0221547238425493,0.0109027589896662,0.0097384671153446,0.0071804539760549,0.0055947196532662,0.7255141122600925,0.0135286006834408,0.0274546629237527,Stop the mandate! I am against children 5-12 being forced to get the Covid 19 vaccine!
51,0.0095979061894398,0.0301968116585111,0.0132737065752249,0.2069639274196344,0.0058346723660486,0.0043020729950156,0.0033520014772413,0.6351137651720039,0.074916041932864,0.016449094214016,"I’m TOTALLY AGAINST KIDS ESPECIALLY 5-12 getting the covid vaccine !!!It isn’t necessary, they aren’t getting sick!It could cause all kinds of problems for them now and in the future!!!!!!DO MOT DO THIS!IT ISNT EVEN FDA APPROVED!!!!! "
52,0.0144124133459865,0.04534415348133,0.0199320708099821,0.1101330630033533,0.0087614640337307,0.006460081295334,0.0050334343629565,0.2514310974277432,0.0121713558110091,0.526320866428574,"I do not support this proposition, my child's health and vaccination is my responsibility and not the governments to decide!"
53,0.0046389802107862,0.0145951011551662,0.3616245047559906,0.0031572451377002,0.0028200869135709,0.0020793317933439,0.0016201313299516,0.5330131596327237,0.0039176422012231,0.0725338168695432,"When you deliberate the Covid-19 vaccine for children, please consider that this is not a childhood disease. Vaccinations are important and have they’re place, but it is not here. A brand new vaccine for children would voluntarily welcome side effects for a group that is overwhelmingly unaffected by the Covid-19 virus. Please do not test or mandate this vaccine for children."
54,0.0051365879491266,0.6240048616521963,0.1143704176829878,0.0034959121595392,0.0031225881115115,0.0023023746915523,0.0017939173454723,0.2326322731128319,0.004337874447708,0.0088031928470738,This comment is to express my opposition to having a vaccine mandate to children 5 and up. The trials for the vaccines won’t be completed until 2023. Children are not at risk of serious illness from covid and more are risks of serious adverse events from the vaccine. Who will be responsible when children develop myocardial ischemia from the vaccine? 
55,0.1968761829615431,0.2161850520413195,0.5134540469979646,0.006123151110476,0.0054692675301889,0.0040326494219376,0.0031420775136062,0.0317007638972346,0.0075978627406615,0.0154189457850676,Do not approve this for our children! They are not affected by Covid and they have a 99.5% recovery rate. You have no idea what long term effects this will do to them. God have mercy on your soul if you do this. 
56,0.0130983345427512,0.041209815288965,0.0181147268907366,0.0089146000129334,0.0079626211268805,0.0058710712736544,0.0045745015496203,0.7755676429502428,0.0110616096294416,0.1136250767347738,I strongly oppose any and all mandates for children vaccinations in regards to covid. This is wildly an overreach. 
57,0.0047937795861425,0.3487748121400861,0.1067375033733285,0.1701089416670355,0.0029141911504582,0.1689950591430723,0.0016741939270045,0.1837374673190699,0.0040483710549934,0.0082156806388088,I oppose approval of the Pfizer COVID -19 vaccine for children ages 5-11. • The vaccine has not passed full regulatory and testing processes. • Ages 5-11 are a low risk cohort.• Side effects and adverse reactions may be worse than the disease in this age group. 
58,0.0046389802107862,0.6604294478314428,0.0709990487516662,0.0031572451377002,0.0028200869135709,0.0020793317933439,0.0016201313299516,0.2423877036283993,0.0039176422012231,0.0079503822019155,"Stop masking kids and do not mandate Covid vaccines for them. There is no proven benefit to children who are at very low risk of getting COVID but there are adverse events from the vaccine that are real and we’ll documented. Do not mess around with our kids’ long term health, do not mandate vaccines for kids."
59,0.0057537760743574,0.2183612455276695,0.0079573538022909,0.0039159644380337,0.1236530561313463,0.0025790171502296,0.0020094659731288,0.6210500850851798,0.0048590929344514,0.0098609428833124,"Please oppose approval of covid vaccine for 5-11 year olds. Why are we mandating vaccines for something that has an outstanding survival rate? Also, this vaccine doesn’t do much - you can still get sick, you can still spread the virus and you can still die from Covid. We don’t need a Nanny Goverment. "
60,0.0046389802107862,0.3375122744933045,0.4907913740912459,0.0031572451377002,0.0028200869135709,0.0666627664609716,0.0016201313299516,0.0809291169593302,0.0039176422012231,0.0079503822019155,"The risk of a severe adverse reaction to this vaccine greatly outweighs any benefit it might have on anyone, let alone children. The utter lack of any long term study on possible long term side effects makes even the consideration of injecting children with any amount of this “vaccine” utterly unacceptable, "
61,0.0075738527603793,0.0238287602337794,0.0631957058631933,0.0051546910559708,0.0046042281028051,0.0033948307876255,0.0026451150011377,0.3430141956721538,0.0063961568818342,0.5401924636411206,"Vaccines & medical choices of any kind are to be choices of the parents, not the government. This is a complete overreach. I am responsible for my child, not the government. Also, there’s no way this vaccine has had enough time + testing. "
62,0.0102850565980208,0.2471400632504777,0.0142240214372919,0.0069999102086209,0.0062523986306247,0.0046100746734986,0.0035919839420819,0.2510212667155928,0.4382484774556107,0.0176267470881796,"This is insane, kids aren’t even affected by COVID, stop kids are sacred, nobody needs this, natural immunity is always better. No vaccines for kids "
63,0.0095979061894398,0.5646813053758543,0.0132737065752249,0.0065322422756307,0.0058346723660486,0.0043020729950156,0.0033520014772413,0.3678715183133323,0.0081054802181961,0.016449094214016,Say no to COVID-19 vaccine for child.. The chance of children get covid is so small. There is no need to vaccinate them. Why take a high in harming a child. Please stop this mandate now.
64,0.0160195616716902,0.0504005433168506,0.0221547238425493,0.0109027589896662,0.0097384671153446,0.0071804539760549,0.0055947196532662,0.0564457388563435,0.0135286006834408,0.8080344318947934,No to vaccine mandates. Personal choice. This is America!
65,0.2146079909489674,0.1440262342784128,0.3003491685972552,0.0040793495573921,0.0036437209658869,0.0026866210448985,0.0020933065807394,0.2714565804430889,0.0050618280439324,0.0519951995394261,Please stop this madness from affecting our children. The public knows children are not at risk from COVID-19. And we know the so called vaccine does not prevent spread. Even one child injured from this is unacceptable. Protect our children do not let greed hurt out kids like it is our teenagers. 
66,0.0102850565980208,0.6051089759582097,0.0142240214372919,0.0069999102086209,0.0062523986306247,0.0046100746734986,0.218373331566721,0.1078337016325,0.0086857822063324,0.0176267470881796,"Do NOT attempt to push poisoning my children with your ""vaccine"". And yes the quotations do imply sarcasm as your ""vaccine"" provides no protection from covid. Just STOP."
67,0.0160195616716902,0.0504005433168506,0.0221547238425493,0.0109027589896662,0.1212498626826361,0.0071804539760549,0.0055947196532662,0.614002716692801,0.0135286006834408,0.1389660584910442,"No, absolutely not! Enough of this mandate madness, you folks have lost all perspective!"
68,0.2060125637311859,0.0581542154022068,0.2082161414591193,0.0039159644380337,0.2438083287254433,0.0025790171502296,0.0020094659731288,0.0202737221146946,0.0048590929344514,0.2501714880715065,Stop this madness...are you all getting kickbacks or are you all brainwashed...leave the children alone.its bad enough that people are sick from side effects and dying from the vacinne....this is absolute tyranny....are you government officials really gonna be able to live with yourselves.....
69,0.0075738527603793,0.1819924307086611,0.2740805998297023,0.268760808514107,0.0046042281028051,0.0033948307876255,0.0026451150011377,0.0794080782140176,0.0063961568818342,0.1711438991997299,"This should not be approved for emergency use in children. There should be at least 10 years of studies on the effects of this and children. To date no vaccine has ever been pushed this hard, in children for for virus that barely affects them. "
70,0.0240727041894089,0.0757372389530571,0.0332920540767496,0.0163836500264842,0.0146340607146739,0.0107901169865778,0.0084072232434272,0.2523903272975362,0.0203295201843526,0.5439631043277321,This should be a choice. Just as every other vaccine is. Parents should have the right tonchoosebb
71,0.0062548081969786,0.4550729783613046,0.0086502709082898,0.2654934697819642,0.0038023664559255,0.0028035949614542,0.0021844479308624,0.0220391342359321,0.048821635043947,0.1848772941233412,Since children between 5 &12 have a 99.97 percent survival rate if they contract COVID we are certainly putting them more at risk from things like myocarditis and other problems. Are we as a country really going to put our children in this danger? We should not be giving emergency use authorization for these vaccines for children. 
72,0.0102850565980208,0.103952498167385,0.0142240214372919,0.0069999102086209,0.0062523986306247,0.0046100746734986,0.0035919839420819,0.0362399190909536,0.0086857822063324,0.8051583550451898,"My children are not yours to experiment on. My children, and myself have the right to make our own medical decisions. We do not belong to the government and the government does have the right to tell any of us what to do with our God given bodies."
73,0.2390423528062732,0.0504005433168506,0.0221547238425493,0.0109027589896662,0.0097384671153446,0.0071804539760549,0.0055947196532662,0.167957134423635,0.4595741829526069,0.0274546629237527,Do not vaccinate children of any age.They dont need an life altering experiment 
74,0.0955621508311882,0.037766393561943,0.016601091274628,0.091728002007568,0.0072972781157536,0.0053804945932486,0.0041922640191727,0.7107625363564943,0.0101373204360354,0.0205724688039677,I do not believe the Covid 19 vaccine should be made avaiable for children. The data and research is not there. Our kids are not experiments. 
75,0.0084665908133443,0.321315131399416,0.0117091207113982,0.1236333399301755,0.2408890533008337,0.0037949830910007,0.0618924274978745,0.2066390525393192,0.0071500786732661,0.0145102220433715,"I Do Not agree with vaccinating children or anyone under 18. This is illegal, immoral and we will make each and everyone who supports this answer for crimes against humanity. This is your chance to do what’s right. Do not support harming children. "
76,0.3031442407523211,0.1445085414360299,0.0117091207113982,0.0057622799545847,0.0051469333496522,0.0037949830910007,0.0029568975100791,0.5013167024782961,0.0071500786732661,0.0145102220433715,"Thes vaccines have not been tested sufficiently to prove they are safe for anyone, let alone children 5-11. It would be criminal to inject children that young with this unsafe, unnecessary “vaccine”. Please JUST SAY NO!!"
77,0.0062548081969786,0.2809153065484943,0.0086502709082898,0.0042569620627486,0.0038023664559255,0.0028035949614542,0.5681968813224962,0.1091179701423373,0.0052822170907444,0.0107196223105308,"I am opposed to covid vaccinating children. I am 64 and a law school graduate. What corruption has been going on! What damage are the covid measures have done! And the deception- unbelievable! Maybe you are being threatened. Maybe somebody you live is being threatened. And of course, there’s always the green, the Benjamin’s, the $$$$. "
78,0.520057479224374,0.0567261561548455,0.024935293184424,0.0122711297987074,0.0109607113324346,0.0080816500518198,0.0062968952278666,0.3145437415816542,0.015226532581224,0.0309004108626494,I am opposed to these untested gene therapy’s for children
79,0.1022362584791769,0.1646331124748442,0.0094753755839129,0.0046630116927732,0.0041650545583536,0.0030710154082558,0.0023928111394276,0.2626034245136274,0.3873254062057363,0.0594345299438919,Please don't allow them to inject these poison shots into our children. There is no real data to support it. They are not at risk to get covid or transmit it it. The adverse reactions they could experience are far more detrimental to their health than covid ever could be. 
80,0.0110781858249253,0.7288865000842571,0.0153209028222911,0.007539706302036,0.0067345505803923,0.0049655792764064,0.0038689787665523,0.0390345501887759,0.1635850174562425,0.0189860286981204,"Children are at very little risk from Covid. They face a higher risk from known problems with the ""vaccines.""DON'T give them to our children."
81,0.0065395357784568,0.0660959980673706,0.0090440432890381,0.0044507449053873,0.4136679916155606,0.0029312185092402,0.002283887043403,0.4782563153716846,0.0055226709703401,0.0112075944495183,"No one should be mandated to get the vaccine. Theese vaccines are using people like they did in the war,no one is safe with this vaccine, vaccinated people are still getting sick,and having heart failure antibiotics are not working on vaccinated people.."
82,0.0102850565980208,0.3187338457920242,0.0142240214372919,0.0069999102086209,0.0062523986306247,0.076203857215045,0.0035919839420819,0.1794274841740464,0.0086857822063324,0.3755956597959116,There is no medical evidence that shows the children need those vaccines. It does show there is inherent risk to the child with the vaccine.
83,0.0289185556770378,0.0909831959158419,0.0399937668758052,0.0196816897576649,0.0175799069447562,0.0129621747678595,0.0100996029171206,0.7057980098069999,0.0244218662229613,0.0495612311139522,I am in no way ok with this vaccine being given to my children under the age of 12. 
84,0.0071945474180321,0.4232825730337728,0.4606779867016412,0.0048965395025227,0.0043736442279885,0.0032248146155595,0.0025126452683878,0.0754312504032547,0.0060758316058449,0.0123301672229954,How can you possibly approve a vaccine for kids that hasn't undergone extensive testing. You have no idea what the long term effects it might have on kids that young. Why would you even attempt to get this passed? It is morally wrong.
85,0.0130983345427512,0.041209815288965,0.1092916014147541,0.0089146000129334,0.0079626211268805,0.0058710712736544,0.0045745015496203,0.6843907684262253,0.0110616096294416,0.1136250767347738,"No mandated covid vaccine for children, there has not been enough time to study the effects on children. "
86,0.0084665908133443,0.2034440714238252,0.0117091207113982,0.0057622799545847,0.0051469333496522,0.0627305130787961,0.0029568975100791,0.3245101125149099,0.0071500786732661,0.3681234019701438,I vote against the government mandate on children being vaccinated with the vaccine against COVID-19. By the constitution you have no right to force these vaccines on adults now you are trying to force children to take them. It is against our rights. 
87,0.0089968233666653,0.4666908648344899,0.0124424214116237,0.006123151110476,0.0054692675301889,0.254538462215108,0.0031420775136062,0.2195801234921123,0.0075978627406615,0.0154189457850676,Children aged 5-12 are not at high risk for catching or dying from Covid. They do not need this vaccine. It has not been studied sufficiently for this age group.
88,0.0062548081969786,0.1067576347356838,0.0086502709082898,0.2219540518287616,0.3085782921283437,0.0028035949614542,0.0021844479308624,0.1961968060487425,0.1359004709503522,0.0107196223105308,"Please please please, we are begging you to NOT approve or mandate the vaccinations for children. All of the reports and statistics we've read strongly show the the risks far surpass the benefits, especially in teens and youth. Please do not do this to our children. Please, there has to be someone in power who has honest and pure intentions. We need you now more than ever. Be our voice. "
